Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
4752	-640.7502	-742.6935	101.9434	0.0206646	0.0101027	0.00721822	0.0101044	0.0427916	0.0148229	0.00240381	0.000917288	0.00849518	0.00155006	0.0124892	0.00317363	0.0578525	0.0564996	0.0032022	0.00229695	0.000196898	0.00380803	0.000900189	0.00307654	0.018803	0.000803902	0.000836395	0.0190545	0.000860901	0.00122597	0.00204829	0.017894	0.0132556	0.0125835	0.0046505	0.00540819	0.000665922	0.0214533	0.00878519	0.000550635	0.00674043	0.0536529	0.0277894	0.0264123	0.00633057	0.0187336	0.00153892	0.0781541	0.0349452	0.00310174	0.00611722	0.0325498	0.0299343	0.0556733	0.0066433	0.0138139	0.00386482	0.0210576	0.0248495	0.00948674	0.0157176	0.00734191	0.000974452	0.0502374	0.0277679	0.0163388	0.0345973	0.00995595	0.0443677	0.0208956	0.000100133	0.00922314	0.00153664	0.207838	0.356525	0.199131	0.236507	4.013621	0.285671	0.441326	0.558674	0.714328	0.102544	0.32932	0.70714	1.41415	3.03656	9.75195	1.646765	0.0189256	0.00925252	0.00661076	0.009254	0.0391903	0.0135754	0.00220151	0.000840091	0.00778025	0.00141961	0.0114381	0.00290655	0.0529838	0.0517448	0.00293271	0.00210365	0.000180327	0.00348756	0.000824432	0.00281763	0.0172206	0.000736247	0.000766007	0.0174509	0.000788449	0.00112279	0.00187591	0.0163881	0.01214	0.0115245	0.00425912	0.00495305	0.00060988	0.0196479	0.00804585	0.000504295	0.00617317	0.0491376	0.0254507	0.0241895	0.0057978	0.017157	0.00140941	0.0715769	0.0320043	0.0028407	0.00560242	0.0298105	0.0274151	0.050988	0.00608422	0.0126514	0.00353957	0.0192854	0.0227583	0.00868836	0.0143949	0.00672404	0.000892445	0.0460095	0.025431	0.0149638	0.0316857	0.00911809	0.0406338	0.0191371	9.1706e-05	0.00844694	0.00140732	1.091891	15.13053	0.385849	0.470301	0.529698	0.614151
4788	-642.3598	-749.8438	107.484	0.0146782	0.000787317	0.0109929	0.0163836	0.0016702	0.0131647	0.00208949	0.00409086	0.00169414	0.0206488	0.00662594	0.00910647	0.0464034	0.0341895	0.00366242	0.00501463	0.00152294	0.00351983	0.000272144	0.0120302	0.00769878	0.000519014	0.000442051	0.00555819	0.00153621	0.00423702	0.0115097	0.00757906	0.00918976	0.0197071	0.0143891	0.00455146	0.00514214	0.00221255	0.00254157	0.00105828	0.00467307	0.0458653	0.0130753	0.033093	0.0016343	0.0147736	0.0060526	0.0573719	0.0149643	0.00142151	0.0221386	0.00247697	0.00353491	0.0480929	0.0050601	0.00311529	0.000808138	0.0338244	0.00997572	0.00688933	0.00641508	0.00182551	0.010413	0.0206858	0.00660815	0.0226356	0.00345974	0.0373233	0.0263168	0.0306802	0.0044814	0.000526388	0.00254503	0.0102351	0.68905	0.234442	0.0662732	2.531317	0.23724	0.425132	0.574868	0.762761	0.0672678	0.268114	0.663202	1.50784	3.72976	14.8659	1.951616	0.0181396	0.000972985	0.0135853	0.0202472	0.00206407	0.0162693	0.00258224	0.00505558	0.00209366	0.0255183	0.0081885	0.011254	0.0573465	0.0422522	0.0045261	0.0061972	0.00188209	0.00434989	0.000336322	0.0148672	0.00951433	0.000641409	0.000546297	0.00686895	0.00189849	0.00523621	0.014224	0.00936638	0.0113569	0.0243545	0.0177824	0.0056248	0.00635478	0.00273432	0.00314094	0.00130784	0.00577509	0.0566814	0.0161587	0.0408972	0.00201971	0.0182575	0.00747994	0.0709016	0.0184932	0.00175674	0.0273594	0.00306109	0.00436852	0.0594343	0.00625339	0.00384995	0.000998716	0.041801	0.0123282	0.00851399	0.00792791	0.00225601	0.0128686	0.025564	0.00816651	0.0279736	0.00427563	0.046125	0.0325229	0.0379154	0.00553821	0.000650523	0.0031452	0.8091768	1.732325	0.192755	0.408062	0.591938	0.807245
4824	-651.2426	-755.1513	103.9087	0.00450732	0.00828943	0.00399903	0.0118457	0.0137122	0.0242326	0.00160247	0.000441753	0.00598728	0.0120169	0.00936308	0.0130179	0.0245983	0.0277657	0.0101574	0.00306935	0.000702578	0.000126829	0.000160324	0.00405628	0.0070341	0.000642459	0.00068207	0.00238593	0.004351	0.00338879	0.00257508	0.0088335	0.00195883	0.00347554	0.0041527	0.0114225	0.000412599	0.00318238	0.00165348	0.000772544	0.00213647	0.0140861	0.0254067	0.0128038	0.007157	0.00416957	0.000906505	0.0262218	0.0256026	0.00108541	0.0285082	0.00399033	0.00646829	0.0230892	0.0066508	0.00257162	0.0117699	0.0125932	0.0114797	0.00436493	0.000667336	0.020436	0.00329445	0.0125538	0.0016243	0.00585745	0.00184144	0.0181682	0.00487636	0.0182208	0.0190105	0.0216714	0.00404243	0.0381564	0.0249173	0.852461	0.0844649	11.33697	0.368658	0.465616	0.534385	0.631342	0.0552594	0.243595	0.643653	1.55363	4.10517	18.0965	2.093802	0.00751342	0.013818	0.00666613	0.0197461	0.0228574	0.0403942	0.00267121	0.000736376	0.00998043	0.0200314	0.0156077	0.0217	0.0410038	0.0462836	0.0169317	0.00511641	0.00117115	0.000211417	0.00026725	0.00676157	0.0117254	0.00107094	0.00113697	0.00397721	0.00725284	0.00564891	0.0042925	0.0147249	0.00326525	0.00579351	0.00692229	0.0190406	0.000687778	0.00530483	0.00275625	0.00128778	0.00356137	0.0234807	0.0423514	0.0213432	0.0119303	0.00695042	0.00151109	0.0437101	0.042678	0.00180932	0.0475214	0.00665164	0.0107822	0.0384883	0.0110865	0.00428673	0.0196196	0.0209921	0.0191359	0.00727608	0.00111241	0.0340656	0.00549165	0.0209265	0.00270761	0.00976401	0.00306957	0.0302852	0.00812859	0.0303729	0.0316892	0.0361248	0.00673849	0.5999022	2.028645	0.211689	0.415648	0.584353	0.78831
4860	-644.6086	-753.3141	108.7055	0.00332131	0.00608172	0.00924842	0.0125124	0.00896543	0.0269497	0.0040166	0.00502355	0.00761888	0.0194913	0.00348022	0.00959566	0.0422705	0.0338967	0.00286858	0.0059259	0.00170811	0.000668995	0.000230634	0.0104049	0.00611866	0.00392616	0.0033491	0.00585239	0.00156971	0.0036769	0.00750813	0.0109673	0.00510136	0.00161924	0.00650842	0.0039746	0.00140092	0.00358767	0.00475437	0.00119471	0.00588668	0.0155246	0.0119446	0.00426854	0.0047262	0.00575743	0.0039481	0.0295002	0.0265554	0.00268823	0.0342217	0.00301205	0.0123291	0.0290201	0.00147638	0.00401407	0.014677	0.0068019	0.0162016	0.00472839	0.00548871	0.0500431	0.00502707	0.00632387	0.000641331	0.00614914	0.00239656	0.0217551	0.00523591	0.00711764	0.020096	0.0119146	0.00110294	0.0399684	0.408008	0.506928	0.0450951	1.741205	0.193375	0.408319	0.591681	0.806625	0.0652356	0.264132	0.660114	1.51489	3.78599	15.3291	1.973797	0.00498723	0.00913222	0.0138873	0.0187884	0.0134623	0.0404673	0.00603126	0.00754329	0.0114404	0.0292677	0.00522585	0.0144087	0.0634727	0.0508987	0.00430741	0.00889824	0.00256487	0.00100455	0.000346316	0.0156238	0.00918768	0.00589545	0.00502895	0.00878785	0.00235705	0.00552117	0.0112741	0.0164684	0.00766012	0.00243142	0.00977293	0.0059682	0.00210361	0.00538719	0.00713908	0.00179396	0.00883934	0.0233116	0.0179359	0.00640957	0.00709679	0.00864526	0.00592841	0.044297	0.0398752	0.0040366	0.0513868	0.00452285	0.0185132	0.0435761	0.00221691	0.00602746	0.0220388	0.0102136	0.024328	0.00710008	0.00824175	0.0751439	0.00754856	0.00949582	0.000963013	0.00923345	0.00359863	0.0326671	0.00786216	0.0106877	0.0301758	0.0178908	0.00165616	0.6659636	1.083014	0.134776	0.380539	0.619461	0.865224
4896	-652.8438	-761.4441	108.6003	0.00276542	0.0155373	0.00903491	0.0118554	0.00789607	0.0198486	0.00311753	0.00189746	0.00329032	0.0585087	0.00499064	0.00712495	0.0421792	0.0393489	0.00668335	0.0288755	0.00277248	0.00663046	0.00371846	0.00620193	0.0130534	0.00343288	0.000652365	0.00884032	0.00227708	0.00178139	0.010821	0.0154381	0.00212424	0.00411943	0.00289541	0.0132175	0.00195889	0.00957896	0.00710592	0.00218319	0.00302977	0.0324313	0.0275964	0.00597523	0.00241894	0.00150844	0.00936497	0.0578962	0.0504336	0.000344539	0.0177995	0.0107617	0.00452174	0.0042037	0.0116255	0.00494344	0.000136611	0.0198827	0.0155623	0.0152015	0.00256789	0.0421549	0.0170552	0.00481956	0.00577351	0.0072148	0.00231358	0.0428523	0.0043733	0.0128018	0.0232358	0.00939753	0.00196836	0.0160602	0.790848	0.0401644	0.152927	1.602326	0.183235	0.404033	0.595967	0.816766	0.0939677	0.315587	0.697805	1.43306	3.1687	10.642	1.709917	0.00323848	0.0181952	0.0105805	0.0138834	0.00924681	0.023244	0.00365083	0.00222205	0.00385318	0.0685174	0.00584436	0.00834377	0.0493945	0.0460801	0.00782663	0.033815	0.00324676	0.0077647	0.00435456	0.00726286	0.0152863	0.00402013	0.000763961	0.0103526	0.00266661	0.00208612	0.0126721	0.018079	0.00248762	0.00482411	0.00339072	0.0154785	0.00229398	0.0112176	0.00832149	0.00255665	0.00354806	0.0379791	0.0323171	0.00699738	0.00283273	0.00176648	0.010967	0.0678002	0.059061	0.000403478	0.0208444	0.0126026	0.00529525	0.0049228	0.0136142	0.00578909	0.00015998	0.0232839	0.0182244	0.017802	0.00300717	0.0493661	0.0199728	0.00564401	0.00676116	0.00844899	0.00270935	0.0501828	0.00512141	0.0149918	0.0272107	0.0110051	0.00230507	0.8539241	1.468631	0.172508	0.399297	0.600703	0.827492
4932	-655.1231	-763.8584	108.7353	0.013222	0.0178223	0.00916776	0.00785835	0.042168	0.0307436	0.00146821	0.00618573	0.0359526	0.00736521	0.00139927	0.00923191	0.0160679	0.0321661	0.00142077	0.0163196	0.000642599	0.00425992	0.00175405	0.00933437	0.00408119	4.6141e-05	9.14628e-05	0.00778031	0.000761431	0.0021281	0.00920317	0.010781	0.00389858	0.00222312	0.00352048	0.0432074	0.00119089	0.0128124	0.0113044	0.00287058	0.00145737	0.0347435	0.0108874	0.0317527	0.0016538	0.000742107	0.0158082	0.0212261	0.0382245	0.00523428	0.0313432	0.00487063	0.00714989	0.00122719	0.00870226	0.00359292	0.000497218	0.0311867	0.00612346	0.00976163	0.0133031	0.0424689	0.00595975	0.0100125	0.00489089	0.00850089	0.000646054	0.0262566	0.0161216	0.00102312	0.00160727	0.0583187	0.00290447	0.00848201	0.517164	0.338208	0.136146	1.033675	0.129048	0.377335	0.622666	0.870952	0.08848	0.30646	0.691446	1.44625	3.26307	11.302	1.753427	0.0157658	0.0212512	0.0109316	0.00937024	0.0502808	0.0366584	0.00175069	0.00737582	0.0428697	0.00878223	0.00166847	0.0110081	0.0191593	0.0383546	0.00169412	0.0194593	0.000766231	0.0050795	0.00209151	0.0111302	0.00486638	5.50182e-05	0.00010906	0.00927719	0.000907926	0.00253753	0.0109738	0.0128552	0.00464864	0.00265083	0.0041978	0.0515202	0.00142001	0.0152775	0.0134793	0.00342286	0.00173776	0.0414279	0.0129821	0.0378617	0.00197198	0.000884883	0.0188495	0.0253099	0.0455786	0.00624132	0.0373734	0.00580771	0.00852548	0.00146329	0.0103765	0.00428417	0.000592879	0.0371868	0.00730157	0.0116397	0.0158625	0.0506396	0.00710636	0.0119389	0.00583186	0.0101364	0.000770351	0.0313082	0.0192232	0.00121996	0.0019165	0.0695388	0.00346327	0.8386497	1.898985	0.203831	0.412563	0.587436	0.796169
4968	-648.4235	-753.2303	104.8069	0.00874973	0.00699618	0.00665747	0.00548886	0.0140587	0.01014	0.00505542	0.00417508	0.0157316	0.00596905	0.00206916	0.00176189	0.0469859	0.0230963	0.00050016	0.00414468	0.00257612	0.00126594	0.00220459	0.00787496	0.0115725	3.41661e-05	0.00033496	0.0040412	0.00253001	0.000393769	0.00363262	0.00502027	0.00650032	0.000535117	0.00460883	0.00383047	0.00055063	0.00441907	0.00337247	0.00125465	0.00103404	0.00817434	0.027371	0.00772986	0.00143473	0.00595783	0.00917122	0.00662666	0.0154398	0.0270208	0.0163834	0.0062768	0.0133594	0.00263645	0.00396897	0.000257817	0.00192677	0.0560897	0.00254624	0.00705393	0.00424084	0.0280697	0.0176639	0.00651262	0.00356838	0.0155068	0.00212734	0.00752954	0.0208759	0.00472351	0.0041677	0.00250346	0.000180733	0.0241382	0.728618	0.00804597	0.239198	2.938015	0.253648	0.430847	0.569153	0.746352	0.0590844	0.251677	0.650241	1.53789	3.97334	16.9249	2.045409	0.0154517	0.012355	0.0117569	0.00969313	0.0248272	0.0179069	0.00892769	0.00737303	0.0277814	0.0105411	0.00365406	0.00311143	0.0829753	0.0407873	0.000883264	0.00731936	0.00454933	0.00223561	0.00389323	0.0139069	0.0204366	6.03362e-05	0.000591528	0.00713662	0.00446791	0.000695381	0.00641508	0.00886561	0.0114793	0.000944998	0.00813902	0.00676447	0.000972393	0.00780393	0.00595567	0.00221567	0.00182608	0.0144356	0.0483362	0.0136507	0.00253369	0.0105213	0.016196	0.0117024	0.0272661	0.0477178	0.0289326	0.0110846	0.0235921	0.00465587	0.00700905	0.000455295	0.00340261	0.0990524	0.00449656	0.012457	0.00748917	0.04957	0.0311938	0.0115011	0.00630164	0.0273845	0.00375681	0.0132969	0.036866	0.00834156	0.00736	0.00442102	0.000319169	0.566263	6.424967	0.327671	0.454031	0.54597	0.672328
5004	-642.0955	-748.7055	106.6099	0.0209698	0.00373778	0.0383101	0.00972373	0.00220945	0.0335901	0.00603816	0.00866358	0.008503	0.00397613	0.0116177	0.00647414	0.0560345	0.0591078	0.000197103	0.00265713	0.0153014	0.00219565	0.00124967	0.0199741	0.0163865	0.000277709	0.000662147	0.0128759	0.00128999	0.00548312	4.01911e-06	0.00732076	0.00964851	8.63166e-06	0.00617632	0.00812553	0.00101742	0.00674862	0.00614568	0.000437097	0.00149434	0.00269541	0.0333103	0.0283314	4.91309e-05	0.00767283	0.00799923	0.0448926	0.033668	0.0384066	0.0267948	0.0226468	0.0134367	0.000859195	0.00673927	0.00302244	0.00762002	0.0249128	0.00433266	0.0295853	0.0338216	0.0506659	0.00340776	0.0216067	0.00645265	0.0183593	0.00357494	0.0242368	0.0187423	0.0237481	0.00370846	0.00305395	0.0012004	0.0625807	0.6487	0.254993	0.0337257	3.284894	0.265477	0.434814	0.565187	0.734522	0.0657294	0.265105	0.660872	1.51315	3.77209	15.2139	1.968344	0.0222093	0.00395872	0.0405747	0.0102985	0.00234005	0.0355756	0.00639508	0.0091757	0.00900562	0.00421116	0.0123044	0.00685683	0.0593468	0.0626018	0.000208754	0.00281419	0.0162059	0.00232544	0.00132354	0.0211548	0.0173551	0.000294124	0.000701287	0.013637	0.00136625	0.00580723	4.25668e-06	0.0077535	0.0102189	9.14189e-06	0.00654141	0.00860584	0.00107756	0.00714754	0.00650896	0.000462934	0.00158268	0.00285474	0.0352793	0.0300061	5.20351e-05	0.00812639	0.00847207	0.0475463	0.0356581	0.0406769	0.0283787	0.0239854	0.014231	0.000909983	0.00713764	0.0032011	0.00807045	0.0263855	0.00458877	0.0313341	0.0358208	0.0536608	0.0036092	0.0228839	0.00683407	0.0194446	0.00378626	0.0256695	0.0198501	0.0251519	0.00392767	0.00323447	0.00127136	0.9441877	2.098042	0.215653	0.417171	0.582829	0.784347
5040	-647.6541	-752.0096	104.3555	0.00586446	0.0393094	0.0247087	0.0220011	0.0219525	0.0404269	0.00432059	0.0169873	0.0261403	0.0167265	0.0186067	0.0191057	0.0768329	0.138166	0.00422516	0.00420128	0.0061899	0.000704778	0.00208642	0.0543502	0.038854	0.00218947	0.00176697	0.0255312	0.00631094	0.00517245	0.00510052	0.0143735	0.0100597	0.00646056	0.0314748	0.00978147	0.0178917	0.017461	0.00076141	0.0107037	0.0236332	0.0167359	0.00964498	0.027628	0.000925275	0.18189	0.0110446	0.0262172	0.00554787	0.0370464	0.0455436	0.0841124	0.0651284	0.000496912	0.0126255	0.00168532	0.0124777	0.0642287	0.0157975	0.0723204	0.0670335	0.0313416	0.037556	0.00238901	0.00527752	0.119007	0.0182004	0.105357	0.0847381	0.000675506	0.022869	0.00113849	0.023659	0.250162	0.393591	0.134551	0.221696	3.551383	0.273501	0.437437	0.562563	0.726499	0.161345	0.410791	0.757629	1.31991	2.43433	6.19789	1.319028	0.00296069	0.0198455	0.0124743	0.0111073	0.0110828	0.0204097	0.00218127	0.0085761	0.013197	0.00844442	0.00939367	0.00964557	0.0387894	0.0697537	0.00213308	0.00212103	0.00312499	0.00035581	0.00105334	0.0274389	0.0196156	0.00110536	0.000892063	0.0128895	0.0031861	0.00261133	0.00257501	0.00725652	0.00507866	0.00326164	0.0158902	0.00493821	0.00903267	0.00881527	0.000384401	0.00540379	0.0119313	0.00844917	0.0048693	0.0139481	0.000467128	0.0918279	0.0055759	0.0132359	0.00280086	0.018703	0.0229929	0.0424645	0.0328803	0.000250868	0.00637402	0.000850842	0.00629941	0.0324261	0.00797542	0.0365112	0.0338421	0.0158229	0.0189603	0.0012061	0.00266438	0.0600809	0.00918855	0.05319	0.0427804	0.000341032	0.0115455	0.000574773	0.0119443	1.980772	4.58749	0.298375	0.445279	0.554722	0.701624
5076	-656.7838	-758.6495	101.8657	0.00899736	0.0209048	0.0069984	0.0105018	0.0310442	0.0185132	0.00314441	0.00121173	0.00467071	0.00101169	0.00230183	0.0170095	0.0218547	0.0251887	0.00210581	0.00722623	0.00622108	0.00158916	0.00126256	0.0097658	0.0151291	0.00607191	0.00559411	0.00439968	0.00782792	0.00372629	0.00184438	0.0174415	0.0106199	0.00430914	0.0176421	0.00739786	0.00540479	0.001875	0.000625146	0.000313084	0.00471894	0.0104989	0.00177256	0.00352751	0.00113168	0.0260562	0.00172238	0.060716	0.0047205	0.0107792	0.0136994	0.0407634	0.0216175	0.000274324	0.00124734	0.0016732	0.0108456	0.00846563	0.0145305	0.00386499	0.027473	0.0020583	0.00420947	0.00694766	0.006626	0.0848055	0.0309158	0.0389147	0.0196461	0.0070579	0.00950363	0.00508203	0.0155249	0.283923	0.0425594	0.418903	0.254615	18.63847	0.396918	0.473274	0.526725	0.603084	0.0635734	0.260828	0.657527	1.52085	3.83394	15.7299	1.99246	0.011065	0.0257089	0.00860668	0.0129152	0.0381783	0.0227677	0.00386701	0.00149019	0.00574407	0.00124418	0.0028308	0.0209183	0.0268771	0.0309772	0.00258974	0.00888686	0.00765072	0.00195436	0.00155271	0.01201	0.0186058	0.00746728	0.00687967	0.00541076	0.00962682	0.00458262	0.00226822	0.0214497	0.0130604	0.00529941	0.0216964	0.00909793	0.00664685	0.00230588	0.000768808	0.000385032	0.00580338	0.0129116	0.0021799	0.00433816	0.00139175	0.032044	0.0021182	0.0746689	0.0058053	0.0132563	0.0168476	0.050131	0.0265853	0.000337366	0.00153398	0.00205772	0.013338	0.0104111	0.0178697	0.00475318	0.0337865	0.00253131	0.00517683	0.00854427	0.0081487	0.104294	0.0380205	0.0478575	0.0241609	0.00867985	0.0116876	0.00624991	0.0190926	0.8131363	2.857481	0.250639	0.429818	0.570181	0.749361
5112	-649.1613	-755.2901	106.1288	0.00870787	0.0382815	0.0107973	0.00851862	0.029358	0.0171843	0.00910615	0.00288961	0.0023498	0.00838184	0.0039375	0.0158269	0.0636194	0.0527056	0.00499202	0.01185	0.0010172	0.00399802	0.00352662	0.0135676	0.021632	0.0128913	0.000405612	0.00626361	0.0144492	0.00709092	0.00496526	0.0125961	0.00476778	0.0147723	0.0183295	0.00944317	0.00180596	0.001947	0.00228986	0.000821691	0.00207955	0.0105648	0.00791566	0.0441091	0.00919726	0.0226727	0.00266281	0.100246	0.00411793	0.0332902	0.00929437	0.0643279	0.0221338	0.0003134	0.00174688	0.00252551	0.00932105	0.0557774	0.0147767	0.0258236	0.0208458	0.00346957	0.00433236	0.00290754	0.000177641	0.0115182	0.0497679	0.0289969	0.0156538	0.0305263	0.10536	0.00696421	0.0171182	0.303088	0.43277	0.173651	0.0904917	3.847125	0.281515	0.44001	0.55999	0.718485	0.0875902	0.304953	0.690383	1.44847	3.27919	11.4168	1.760735	0.00734456	0.0322881	0.00910687	0.00718493	0.0247616	0.0144939	0.00768048	0.00243721	0.00198191	0.00706957	0.00332104	0.013349	0.0536591	0.0444539	0.00421047	0.00999477	0.000857947	0.00337208	0.00297449	0.0114435	0.0182453	0.010873	0.000342109	0.00528297	0.012187	0.00598076	0.00418789	0.010624	0.00402133	0.0124595	0.0154598	0.00796473	0.00152322	0.00164217	0.00193136	0.000693046	0.00175397	0.00891074	0.00667638	0.0372033	0.00775733	0.019123	0.00224592	0.0845518	0.00347323	0.0280782	0.00783923	0.0542566	0.0186685	0.000264333	0.00147339	0.00213011	0.00786173	0.0470449	0.0124632	0.0217806	0.0175822	0.00292637	0.00365408	0.00245233	0.000149829	0.00971491	0.0419762	0.0244571	0.013203	0.0257471	0.0888646	0.00587389	0.0144382	1.185622	2.280123	0.22534	0.42081	0.579189	0.774661
5148	-649.0686	-748.7955	99.72693	0.00644304	0.0135058	0.0089114	0.00765063	0.0260222	0.0194803	0.0136617	0.00289703	0.0102327	0.0122289	0.0203786	0.00307347	0.0580104	0.0273329	0.0148174	0.00836341	0.000465458	0.00755762	0.00145727	0.00228529	0.00408484	0.0094992	0.00712475	0.0125402	0.00180454	0.00247147	0.00313301	0.0103689	0.0194045	0.00872275	0.00587156	0.0070343	0.000949411	0.00906307	0.00188812	0.000546863	0.00567049	0.00923635	0.00157719	0.0787767	0.00513357	0.024119	0.00305953	0.0366234	0.00231636	0.00374808	3.58784e-05	0.0340742	0.0281245	0.00223191	0.0201469	0.00145269	0.00494404	0.0185594	0.0344371	0.00249066	0.0120752	0.00788824	0.0152328	0.00292975	0.00161826	0.0149369	0.0209773	0.0395171	0.00900457	0.0104639	0.0174518	0.00400497	0.0148249	0.419442	0.307177	0.210429	0.062953	3.776708	0.279684	0.439426	0.560573	0.720317	0.0719735	0.277102	0.67006	1.4924	3.60877	13.894	1.902725	0.00751843	0.01576	0.0103988	0.00892757	0.0303655	0.0227317	0.0159419	0.00338056	0.0119406	0.01427	0.0237799	0.00358646	0.0676927	0.031895	0.0172905	0.00975932	0.000543147	0.00881903	0.0017005	0.00266672	0.00476663	0.0110847	0.00831392	0.0146333	0.00210573	0.00288398	0.00365593	0.0120995	0.0226433	0.0101786	0.00685157	0.00820837	0.00110787	0.0105758	0.00220326	0.000638138	0.00661694	0.010778	0.00184044	0.091925	0.0059904	0.0281446	0.00357018	0.0427361	0.00270297	0.00437366	4.18668e-05	0.0397615	0.0328187	0.00260443	0.0235095	0.00169515	0.00576923	0.0216571	0.0401849	0.00290637	0.0140906	0.00920484	0.0177752	0.00341874	0.00188836	0.01743	0.0244786	0.0461128	0.0105075	0.0122103	0.0203646	0.00467342	0.0172993	0.8569664	30.94035	0.41968	0.479301	0.5207	0.580318
